Name,Group,Morphology,SF status,Diameter (pc),Diameter (ly),Luminosity (☉),Luminosity (L*),AGN Type,AGN Fraction,Eddington Mass,Distance (pc),App. Magnitude,Diameter ('),Ellipticity,"SB (mag/"")",Design Details,∆x (pc),∆y (pc),∆z (pc)
Hamamelis,Amborella Group,SA(s)m,Steady,8890,"28,995",4.58E+08,0.032,None,0,0.00E+00,1.00E+06,8.18,30.56,0.9,23.24,HII fibers,,,
Monanthes,Amborella Group,IA(s)m,Steady,3340,"10,894",2.38E+08,0.017,None,0,0.00E+00,1.00E+06,8.89,11.48,0,24.32,rotund,,,
Welwitschia,Aseröe Group,SA(s)0a,Terminal,22999,"75,013",8.89E+09,0.629,FRI NLRG,10.18,2.83E+06,1.00E+06,4.96,79.05,0,24.58,dusty S0 DRAGN,,,
Aseröe,Aseröe Group,SAB(rs)ab pec,Anemic,52798,"172,204",3.43E+10,2.426,Radio-loud QSO,100.5,1.08E+08,1.00E+06,3.49,181.34,0.67,23.71,red spiral DRAGN,,,
Conocybe,Aseröe Group,SA(r)0a,Quenched,41752,"136,177",2.49E+10,1.762,None,0,0.00E+00,1.00E+06,3.84,143.45,0.75,23.25,thick dust ring,,,
Psorothamnus,Aseröe Group,(R')SAB(r)cd,Starburst,63116,"205,857",4.44E+10,3.144,HII nucleus,0.058,8.05E+04,1.00E+06,3.21,216.69,0.3,24.64,collisional ring S,,,
Pilostyles,Aseröe Group,SAB(s)0,Quenched,21019,"68,555",6.39E+09,0.452,None,0,0.00E+00,1.00E+06,5.32,72.25,0.5,23.99,"bullet, tailed E",,,
Adansonia,Aseröe Group,SA(rs)b pec,Starburst,81454,"265,667",1.06E+11,7.498,None,0,0.00E+00,1.00E+06,2.27,279.40,0.3,24.24,collisional jellyfish,,,
Pterospora,Aseröe Group,SA(s)0 pec,Terminal,12959,"42,267",2.92E+09,0.207,None,0,0.00E+00,1.00E+06,6.17,44.55,0.9,22.04,dust-disk S0,,,
Corydalis,Aseröe Group,SAB(s)dm,Rising,11990,"39,106",1.30E+09,0.092,None,0,0.00E+00,1.00E+06,7.05,41.22,0,25.25,minkowski's,,,
Celosia,Aseröe Group,IAB(s)m,Firestorm,17522,"57,149",1.25E+10,0.884,Sy1,0.555,2.17E+05,1.00E+06,4.59,60.23,0.5,22.87,unorganized DSFG,,,
Dactylanthus,Aseröe Group,Amorphous,Firestorm,22109,"72,110",1.20E+10,0.849,Radio-loud QSO,849.1,3.18E+08,1.00E+06,4.63,75.99,0,24.17,inflated outer disk,,,
Auxopus,Aseröe Group,IA(s)m,Starburst,2201,"7,179",2.02E+08,0.014,NLSy1,20.37,1.28E+05,1.00E+06,9.07,7.57,0,23.60,dwarf qso,,,
Sobralia,Aseröe Group,IA(s)m,Starburst,2235,"7,290",2.14E+08,0.015,HII nucleus,0.646,4.32E+03,1.00E+06,9.00,7.68,0,23.57,dwarf agn hii nucleus,,,
Pachystoma,Aseröe Group,(R')SB(s)dm,Steady,8846,"28,852",4.95E+08,0.035,None,0,0.00E+00,1.00E+06,8.09,30.41,0,25.64,ringed dsm,,,
Artemisia,Aseröe Group,IA(s)m,Steady,3484,"11,363",9.42E+07,0.007,None,0,0.00E+00,1.00E+06,9.90,11.98,0.3,25.03,chaotic and uncertain,,,
Oroya,Aseröe Group,SA(s)0,Terminal,7764,"25,323",9.42E+08,0.067,Sy1,0.662,1.95E+04,1.00E+06,7.40,26.69,0,24.66,dwarf seyfert,,,
Yavia,Aseröe Group,IA(s)m,Steady,5092,"16,608",2.65E+08,0.019,None,0,0.00E+00,1.00E+06,8.77,17.50,0,25.12,amorphous rippling,,,
Clematis,Osmunda Group,SB(s)cd,Steady,98410,"320,970",8.58E+10,6.070,None,0,0.00E+00,1.00E+06,2.50,337.22,0,25.27,frayed arms,,,
Osmunda,Osmunda Group,SB(rs)b,Steady,30195,"98,483",1.14E+10,0.807,Sy1,10.19,3.63E+06,1.00E+06,4.69,103.77,0.5,24.15,steady star formation,,,
Corynaea,Osmunda Group,(R)SA(r)0,Rejuvenating,36915,"120,400",1.28E+10,0.906,None,0,0.00E+00,1.00E+06,4.56,126.85,0,25.21,smooth starforming,,,
Geocharis,Osmunda Group,SAB(s)d,Steady,28195,"91,960",5.19E+09,0.367,HII nucleus,0.0132,2.14E+03,1.00E+06,5.54,96.90,0.2,25.36,typical Sd,,,
Aulotandra,Osmunda Group,SA(s)dm,Steady,22315,"72,782",6.96E+09,0.492,None,0,0.00E+00,1.00E+06,5.22,76.70,0.67,23.58,messy,,,
Plagiostachys,Osmunda Group,SA(s)m,Steady,13109,"42,756",1.15E+09,0.081,None,0,0.00E+00,1.00E+06,7.18,45.06,0.5,24.83,lumpy,,,
Hypselodelphys,Osmunda Group,SB(r)bc,Steady,32101,"104,699",1.32E+10,0.932,Sy1,0.484,1.99E+05,1.00E+06,4.53,110.32,0.67,23.67,unusually blue,,,
Donax,Osmunda Group,SA(r)ab,Anemic,42119,"137,374",2.32E+10,1.640,LINER,0.0141,1.02E+04,1.00E+06,3.92,144.71,0.5,24.10,whitish,,,
Monotagma,Osmunda Group,SB(s)b pec,Steady,30131,"98,274",8.52E+09,0.603,NLSy1,0.841,2.24E+05,1.00E+06,5.00,103.55,0.33,24.78,one-armed,,,
Marantochloa,Osmunda Group,IA(s)m,Steady,8210,"26,777",6.13E+08,0.043,None,0,0.00E+00,1.00E+06,7.86,28.22,0,25.25,supershells,,,
Cheilocostus,Osmunda Group,SAB(s)m,Steady,8511,"27,759",6.40E+08,0.045,None,0,0.00E+00,1.00E+06,7.81,29.26,0.5,24.53,vertical stretch,,,
Dimerocostus,Osmunda Group,IB(s)m,Steady,3750,"12,231",8.81E+07,0.006,None,0,0.00E+00,1.00E+06,9.97,12.89,0.5,24.90,spindle,,,
Alpinia,Osmunda Group,SA(s)ab pec,Starburst,34343,"112,012",1.72E+10,1.216,Sy2,5.122,2.75E+06,1.00E+06,4.24,118.02,0.6,23.74,chains of bubbles,,,
Stromanthe,Osmunda Group,SAB(r)bc,Steady,55410,"180,723",3.19E+10,2.259,None,0,0.00E+00,1.00E+06,3.57,190.29,0.75,23.59,orange,,,
Amomum,Osmunda Group,SB(r)b,Steady,44120,"143,900",2.09E+10,1.479,Sy1.2,0.481,3.14E+05,1.00E+06,4.03,151.58,0.33,24.63,rings on rings,,,
Pyrola,Mirabilis Group,IA(s)m,Anemic,3409,"11,119",2.98E+07,0.002,None,0,0.00E+00,1.00E+06,11.14,11.72,0,26.62,udg-adjacent,,,
Phaeoceros,Mirabilis Group,SB(s)dm,Steady,8494,"27,704",5.13E+08,0.036,None,0,0.00E+00,1.00E+06,8.05,29.20,0,25.51,needle-fine s,,,
Funaria,Mirabilis Group,SAB(s)m,Steady,5231,"17,061",1.84E+08,0.013,None,0,0.00E+00,1.00E+06,9.17,17.98,0,25.58,small thing,,,
Taphrina,Mirabilis Group,SB(s)m pec,Starburst,7752,"25,284",8.49E+08,0.060,None,0,0.00E+00,1.00E+06,7.51,26.65,0.67,23.57,clump cluster Irr,,,
Physoderma,Mirabilis Group,IA(s)m pec,Starburst,4410,"14,383",3.52E+08,0.025,None,0,0.00E+00,1.00E+06,8.46,15.16,0.8,22.75,asymmetric 2-arm,,,
Allionia,Mirabilis Group,SA(s)d pec,Starburst,7766,"25,329",7.49E+08,0.053,None,0,0.00E+00,1.00E+06,7.64,26.70,0.75,23.40,X-shaped Sd disk,,,
Hesperevax,Mirabilis Group,SAB(s)d,Starburst,4210,"13,731",2.39E+08,0.017,None,0,0.00E+00,1.00E+06,8.88,14.47,0,24.82,starburst core S0,,,
Mirabilis,Mirabilis Group,SB(s)b pec,Elevated,33996,"110,880",1.49E+10,1.050,Sy1,0.5192,2.41E+05,1.00E+06,4.40,116.82,0.5,24.12,M66 analog,,,
Myristica,Mirabilis Group,SA(s)0 pec,Rejuvenating,27441,"89,500",8.15E+09,0.577,LINER,0.0515,1.31E+04,1.00E+06,5.05,94.31,0.5,24.31,S0- with tail,,,
Anemopsis,Mirabilis Group,SB(rs)d pec,Elevated,13410,"43,738",2.15E+09,0.152,HII nucleus,0.0842,5.65E+03,1.00E+06,6.50,46.10,0.4,24.40,squished late S,,,
Gymnotheca,Mirabilis Group,SB(rs)dm pec,Elevated,9851,"32,130",1.13E+09,0.080,None,0,0.00E+00,1.00E+06,7.20,33.86,0.5,24.23,I/Sm transition,,,
Schistostega,Mirabilis Group,(R)E1 pec,Steady,24715,"80,609",8.47E+09,0.599,None,0,0.00E+00,1.00E+06,5.01,84.95,0.5,24.04,polar ring 1,,,
Furcraea,Mirabilis Group,(R)E5 pec,Steady,22998,"75,009",8.26E+09,0.585,None,0,0.00E+00,1.00E+06,5.04,79.05,0.5,23.91,polar ring 2,,,
Psychotria,Mirabilis Group,SAB(s)m,Steady,8857,"28,888",1.10E+09,0.078,None,0,0.00E+00,1.00E+06,7.22,30.45,0.5,24.02,dreamtime galaxy,,,
Arctium,Mirabilis Group,SA(s)0a,Terminal,14372,"46,875",2.84E+09,0.201,None,0,0.00E+00,1.00E+06,6.20,49.40,0.95,21.55,fluffy edges,,,
Solidago,Mirabilis Group,IA(s)m,Anemic,3304,"10,776",5.17E+07,0.004,None,0,0.00E+00,1.00E+06,10.55,11.36,0.67,24.75,golden dIrr,,,
Ambrosia,Mirabilis Group,IA(s)m,Steady,2230,"7,273",7.71E+07,0.005,None,0,0.00E+00,1.00E+06,10.11,7.67,0,24.67,ragged,,,
Pulicaria,Mirabilis Group,IAB(s)m,Steady,4457,"14,537",3.52E+08,0.025,None,0,0.00E+00,1.00E+06,8.46,15.32,0.5,23.77,golden dIrr,,,
Tanacetum,Mirabilis Group,IAB(s)m,Steady,4097,"13,363",3.24E+08,0.023,None,0,0.00E+00,1.00E+06,8.55,14.08,0.4,23.88,indestructible,,,
Tayloria,Dionaea Group,Amorphous,Starburst,5018,"16,367",2.10E+08,0.015,None,0,0.00E+00,1.00E+06,9.02,17.25,0.5,24.59,lsb merger dwarf,,,
Triphyophyllum,Dionaea Group,SA(s)ab pec,Steady,52148,"170,084",3.14E+10,2.220,Sy1,0.881,8.64E+05,1.00E+06,3.59,179.11,0.9,22.49,pristine disk,,,
Aldrovanda,Dionaea Group,SA(s)dm,Elevated,20131,"65,658",3.14E+09,0.222,HII nucleus,0.022,2.16E+03,1.00E+06,6.09,69.20,0,25.42,giant HII chains,,,
Catopsis,Dionaea Group,IB(s)m pec,Firestorm,9410,"30,691",1.13E+09,0.080,None,0,0.00E+00,1.00E+06,7.19,32.35,0.9,22.38,firestorm BCD,,,
Genlisea,Dionaea Group,SA(r)a,Terminal,34131,"111,320",1.73E+10,1.224,LINER,0.116,6.27E+04,1.00E+06,4.23,117.29,0,24.71,corkscrew,,,
Dionaea,Dionaea Group,SAB(s)cd,Steady,45110,"147,129",1.80E+10,1.275,Sy2,0.123,6.93E+04,1.00E+06,4.19,154.97,0.5,24.52,bilobed ring,,,
Drosophyllum,Dionaea Group,SB(r)ab,Anemic,38141,"124,399",1.26E+10,0.888,LINER,0.057,2.24E+04,1.00E+06,4.58,131.06,0.67,24.10,relatively low H I,,,
Byblis,Dionaea Group,SAB(s)ab pec,Starburst,22014,"71,800",8.60E+09,0.608,Sy2/HII nucleus,0.3031,8.14E+04,1.00E+06,4.99,75.67,0.75,23.02,jellyfishing,,,
Colura,Dionaea Group,SA(s)b,Elevated,39174,"127,768",1.87E+10,1.326,None,0,0.00E+00,1.00E+06,4.15,134.60,0.9,22.43,eating a dwarf,,,
Pleurozia,Dionaea Group,SA(s)m,Starburst,10313,"33,636",1.42E+09,0.100,HII nucleus,0.095,4.21E+03,1.00E+06,6.95,35.45,0.5,24.08,columnar,,,
Darlingtonia,Dionaea Group,(R')SA(s)b,Steady,77120,"251,532",5.41E+10,3.829,LINER,0.014,2.37E+04,1.00E+06,3.00,264.60,0.8,23.50,Q-shaped,,,
Heliamphora,Dionaea Group,SB(r)b,Steady,86749,"282,937",7.20E+10,5.092,Sy1.5,0.099,2.23E+05,1.00E+06,2.69,297.48,0.75,23.68,simple rolled,,,
Rhodotorula,Rhodotorula Group,SA(s)a pec,Elevated,24778,"80,815",8.14E+09,0.576,Sy2/LINER,0.331,8.42E+04,1.00E+06,5.05,85.16,0.8,23.09,distorted Sa,,,
Pichia,Rhodotorula Group,E0,Quenched,3013,"9,827",1.81E+08,0.013,None,0,0.00E+00,1.00E+06,9.19,10.36,0,24.40,compact E,,,
Trichosporon,Rhodotorula Group,SA(s)0,Anemic,20147,"65,711",5.57E+09,0.394,LINER,0.0481,8.37E+03,1.00E+06,5.47,69.25,0.67,23.60,SA0-,,,
Talaromyces,Rhodotorula Group,E6,Terminal,20228,"65,975",3.23E+09,0.228,Radio-quiet QSO,25.417,2.56E+06,1.00E+06,6.06,69.53,0.5,24.65,disturbed ES,,,
Malassezia,Rhodotorula Group,SB(r)b pec,Starburst,13401,"43,708",2.32E+09,0.164,None,0,0.00E+00,1.00E+06,6.42,46.07,0,24.87,one-armed SB(r),,,
Arthroascus,Rhodotorula Group,SB(rs)a,Quenched,10047,"32,769",1.32E+09,0.093,NLSy1,0.3309,1.36E+04,1.00E+06,7.03,34.54,0.4,24.30,anemic s,,,
Cryptococcus,Rhodotorula Group,SB(rs)0,Quenched,13219,"43,115",2.81E+09,0.199,None,0,0.00E+00,1.00E+06,6.21,45.44,0.9,22.13,backwards s0,,,
Carcinomyces,Rhodotorula Group,SB(r)0,Terminal,9841,"32,097",1.32E+09,0.093,LINER,0.017,7.00E+02,1.00E+06,7.03,33.83,0,24.81,dwarf s0,,,
Sporothrix,Rhodotorula Group,SA(r)0a,Starburst,17741,"57,863",4.81E+09,0.341,Sy1.5/HII nucleus,0.326,4.90E+04,1.00E+06,5.62,60.98,0.5,23.93,lsb disk S0,,,
Coccidioides,Rhodotorula Group,SB(r)ab,Starburst,27781,"90,609",1.02E+10,0.721,Sy1,0.841,2.68E+05,1.00E+06,4.81,95.48,0.5,24.09,anemic SB,,,
Clavispora,Rhodotorula Group,(R)SB(r)a,Starburst,27371,"89,272",1.11E+10,0.788,Sy2,1.27,4.42E+05,1.00E+06,4.71,94.07,0.5,23.96,ringed sba,,,
Hansenula,Rhodotorula Group,E2 pec,Starburst,29417,"95,945",1.41E+10,0.999,Radio-loud QSO,517.419,2.28E+08,1.00E+06,4.46,101.10,0.4,24.06,quasar e,,,
Kawasakia,Rhodotorula Group,SA(r)0,Quenched,12338,"40,241",3.58E+09,0.253,None,0,0.00E+00,1.00E+06,5.95,42.41,0.5,23.47,lensed s0,,,
Ascoidea,Rhodotorula Group,SA(s)bc,Steady,32221,"105,091",1.37E+10,0.972,None,0,0.00E+00,1.00E+06,4.49,110.73,0.8,23.09,coreless s,,,
Galactomyces,Rhodotorula Group,SAB(rs)b,Steady,15101,"49,253",4.82E+09,0.341,Sy1.8/LINER,0.1338,2.02E+04,1.00E+06,5.62,51.91,0.75,22.83,two-armed lens s,,,
Inonotus,Bromelia Group,Collisional ring,Steady,44129,"143,929",1.37E+10,0.971,None,0,0.00E+00,1.00E+06,4.49,151.61,0,25.52,heartless spiral,,,
Xyris,Bromelia Group,SA(s)b,Elevated,30314,"98,871",1.88E+10,1.333,NLSy1,0.138,8.12E+04,1.00E+06,4.14,104.18,0,24.36,stretched out M51,,,
Fusarium,Bromelia Group,SB(s)0,Quenched,7774,"25,355",1.02E+09,0.072,NLSy1,0.138,4.39E+03,1.00E+06,7.31,26.72,0,24.58,m51 companion,,,
Navia,Bromelia Group,SB(r)bc,Steady,64229,"209,487",4.66E+10,3.294,Sy1.2,0.3173,4.62E+05,1.00E+06,3.16,220.50,0.6,24.02,big bar and ring,,,
Phoradendron,Bromelia Group,SB(rs)cd,Steady,70110,"228,668",6.19E+10,4.375,None,0,0.00E+00,1.00E+06,2.85,240.63,0,24.89,half-ring starburst,,,
Lithops,Bromelia Group,(R')SAB(rs)c,Steady,35119,"114,543",1.12E+10,0.791,HII nucleus,0.0447,1.56E+04,1.00E+06,4.71,120.68,0.5,24.50,prominent figure-8,,,
Bromelia,Bromelia Group,(R')SB(s)0 pec,Anemic,30300,"98,825",9.99E+09,0.707,LINER,0.0513,1.60E+04,1.00E+06,4.83,104.13,0,25.05,detached ring,,,
Pecteilis,Bromelia Group,(R')SB(r)c,Steady,95417,"311,208",9.42E+10,6.662,NLSy1/LINER,0.2219,6.53E+05,1.00E+06,2.40,327.03,0,25.10,yin-yang ring,,,
Trentepohlia,Bromelia Group,(R')SAB(s)a,Starburst,44229,"144,256",2.32E+10,1.639,Sy2,0.477,3.45E+05,1.00E+06,3.92,151.95,0.5,24.21,blue classic Sa,,,
Bryopsis,Bromelia Group,SB(rs)bc pec,Steady,33122,"108,029",1.33E+10,0.942,Sy1,0.8481,3.53E+05,1.00E+06,4.52,113.82,0.4,24.38,feathery arms,,,
Gemina,Bromelia Group,SA(s)d pec,Starburst,28181,"91,914",9.42E+09,0.666,None,0,0.00E+00,1.00E+06,4.90,96.85,0.95,21.71,engulfed in nebula,,,
Chorioactis,Bromelia Group,SB(s)dm,Steady,13719,"44,745",1.69E+09,0.120,None,0,0.00E+00,1.00E+06,6.76,47.16,0.5,24.51,arm splits,,,
Dendrosicyos,Bromelia Group,SB(s)ab pec,Anemic,20137,"65,678",4.64E+09,0.328,Sy1.8,0.77,1.12E+05,1.00E+06,5.66,69.22,0.5,24.25,prominent T/N S,,,
Brassica,Bromelia Group,E3 pec,Rejuvenating,24448,"79,739",1.00E+10,0.707,HII nucleus,0.03181,9.94E+03,1.00E+06,4.83,84.03,0.4,24.03,compact central S,,,
Lycoris,Bromelia Group,E0 pec,Starburst,94686,"308,824",1.41E+11,10.007,Sy1.5,0.328,1.45E+06,1.00E+06,1.95,324.54,0,24.64,deadly beauty,,,
Ophrys,Bromelia Group,(R)SA(r)a,Elevated,34101,"111,222",1.32E+10,0.932,Sy1/HII nucleus,0.184,7.57E+04,1.00E+06,4.53,117.19,0.5,24.26,double-core ring,,,
Alectra,Bromelia Group,SA(s)dm,Steady,8841,"28,835",4.15E+08,0.029,None,0,0.00E+00,1.00E+06,8.29,30.39,0.5,25.08,parasitic S,,,
Anubias,Bromelia Group,SA(s)m,Anemic,9947,"32,443",1.04E+09,0.074,None,0,0.00E+00,1.00E+06,7.29,34.19,0.75,23.58,S0-Irr transition,,,
Alisma,Bromelia Group,SAB(s)m,Starburst,7840,"25,571",1.35E+09,0.095,None,0,0.00E+00,1.00E+06,7.01,26.95,0.5,23.54,water maser activity,,,
Lophocolea,Bromelia Group,IA(s)m,Steady,4235,"13,813",2.37E+07,0.002,None,0,0.00E+00,1.00E+06,11.39,14.56,0.5,26.59,lowkey,,,
Orontium,Terana Group,IA(s)m,Anemic,3181,"10,375",6.17E+07,0.004,None,0,0.00E+00,1.00E+06,10.35,10.94,0.33,25.25,extended jellyfish disk,,,
Chrysothrix,Terana Group,dSph,Steady,3484,"11,363",2.21E+08,0.016,None,0,0.00E+00,1.00E+06,8.97,11.98,0,24.49,starforming de,,,
Strychnos,Terana Group,IA(s)m,Steady,4895,"15,965",1.42E+08,0.010,None,0,0.00E+00,1.00E+06,9.45,16.83,0.5,24.96,salt on a canvas,,,
Hedera,Terana Group,IB(s)m,Elevated,6014,"19,615",5.16E+08,0.036,None,0,0.00E+00,1.00E+06,8.05,20.67,0.5,24.01,HI-star discontinuity,,,
Secale,Terana Group,SAB(s)d pec,Steady,203137,"662,544",3.32E+10,2.347,None,0,0.00E+00,1.00E+06,3.53,688.96,0,27.85,Giant LSB S,,,
Lysurus,Terana Group,SAB(r)c pec,Starburst,101465,"330,934",2.88E+10,2.037,NLSy1,0.3303,2.97E+05,1.00E+06,3.68,347.62,0.8,24.77,stretched arms,,,
Clathrus,Terana Group,SB(s)a,Quenched,11241,"36,663",1.34E+09,0.095,None,0,0.00E+00,1.00E+06,7.01,38.64,0.67,23.88,smooth bar,,,
Monotropa,Terana Group,SAB(rs)b pec,Starburst,100091,"326,453",2.32E+10,1.640,Radio-quiet QSO,14.137,1.02E+07,1.00E+06,3.92,342.95,0.8,24.98,double ring arms,,,
Terana,Terana Group,SA(s)cd,Steady,33466,"109,151",3.15E+09,0.223,None,0,0.00E+00,1.00E+06,6.09,115.00,0.9,24.02,blue LSB large S,,,
Oryza,Terana Group,SA(s)d,Elevated,9113,"29,723",1.32E+09,0.093,None,0,0.00E+00,1.00E+06,7.03,31.33,0.75,23.14,chaotic dwarfish S,,,
Magnaporthe,Terana Group,IA(s)m,Starburst,3309,"10,793",1.19E+08,0.008,None,0,0.00E+00,1.00E+06,9.64,11.38,0.5,24.30,extreme BCD,,,
Cladium,Terana Group,SA(s)c,Steady,44571,"145,371",1.02E+10,0.719,None,0,0.00E+00,1.00E+06,4.81,153.12,0.67,24.67,bulgeless LSB S,,,
Sansevieria,Terana Group,SA(r)b,Steady,64023,"208,815",1.30E+10,0.920,None,0,0.00E+00,1.00E+06,4.55,219.80,0.67,25.19,LSB Andromeda,,,
Calypso,Terana Group,SA(rs)bc pec,Firestorm,54191,"176,747",4.42E+10,3.125,Radio-loud QSO,123.31,1.70E+08,1.00E+06,3.22,186.11,0,24.70,raging S,,,
Geopora,Terana Group,SA(s)cd,Steady,39941,"130,270",1.02E+10,0.719,None,0,0.00E+00,1.00E+06,4.81,137.23,0,25.63,large but dim,,,
Entoloma,Terana Group,SA(s)d pec,Steady,87931,"286,792",2.17E+10,1.538,None,0,0.00E+00,1.00E+06,3.99,301.51,0,26.52,brilliant blue LSB,,,
Oncostele,Solandra Group,IA(s)m/dSph,Steady,2217,"7,231",6.17E+07,0.004,None,0,0.00E+00,1.00E+06,10.35,7.62,0,24.90,hybrid dwarf,,,
Satureja,Solandra Group,SA(s)m,Steady,4581,"14,941",2.14E+08,0.015,None,0,0.00E+00,1.00E+06,9.00,15.75,0.2,24.88,diffuse core,,,
Salvia,Solandra Group,IB(s)m,Steady,3390,"11,057",8.17E+07,0.006,None,0,0.00E+00,1.00E+06,10.05,11.65,0.67,24.31,double core,,,
Solandra,Solandra Group,SB(rs)c pec,Steady,139417,"454,717",1.44E+11,10.199,HII nucleus,0.00332,1.50E+04,1.00E+06,1.93,476.21,0.3,25.07,giant irregular ring,,,
Trianaea,Solandra Group,SA(s)c,Steady,32219,"105,084",1.23E+10,0.872,LINER,0.0911,3.51E+04,1.00E+06,4.60,110.72,0,24.96,really normal,,,
Cestrum,Solandra Group,SB(s)m pec,Firestorm,12622,"41,167",3.01E+09,0.213,Sy1.2,3.373,3.17E+05,1.00E+06,6.13,43.39,0.8,22.71,extraplanar HII ring,,,
Vestia,Solandra Group,SB(s)m pec,Firestorm,10009,"32,645",2.23E+09,0.158,Sy1.5,3.312,2.31E+05,1.00E+06,6.46,34.41,0.67,23.07,"blue core, red arms",,,
Mandragora,Solandra Group,SB(rs)dm pec,Elevated,14313,"46,683",3.47E+09,0.246,None,0,0.00E+00,1.00E+06,5.98,49.20,0.33,24.14,aberrant planar X,,,
Scopolia,Solandra Group,SAB(s)m pec,Steady,5509,"17,968",2.41E+08,0.017,None,0,0.00E+00,1.00E+06,8.87,18.94,0.2,25.15,H-shaped Sm,,,
Dunalia,Solandra Group,SAB(r)c pec,Elevated,44767,"146,010",1.13E+10,0.799,NLSy1,0.138,4.87E+04,1.00E+06,4.70,153.80,0.67,24.56,host unwinding S,,,
Iochroma,Solandra Group,SA(s)cd pec,Elevated,12303,"40,127",1.32E+09,0.093,NLSy1,0.121,4.98E+03,1.00E+06,7.03,42.29,0.5,24.54,parasite winding S,,,
Nolana,Solandra Group,SAB(s)dm pec,Rising,9736,"31,755",5.81E+08,0.041,None,0,0.00E+00,1.00E+06,7.92,33.47,0,25.68,?-shaped Sm,,,
Nicandra,Solandra Group,IA(s)m pec,Rising,2101,"6,853",4.17E+07,0.003,HII nucleus,0.031,4.04E+01,1.00E+06,10.78,7.22,0.67,24.00,amorphous-ish,,,
Anthocerus,Solandra Group,SA(s)c,Steady,25501,"83,173",7.58E+09,0.536,None,0,0.00E+00,1.00E+06,5.13,87.65,0.67,23.77,dust + stellar arms,,,
Salpiglossis,Solandra Group,IB(s)m,Steady,5716,"18,643",1.32E+08,0.009,None,0,0.00E+00,1.00E+06,9.53,19.65,0.75,24.62,bar-only BCD,,,
Dyssochroma,Solandra Group,SB(rs)c pec,Starburst,33217,"108,339",1.51E+10,1.070,Sy1/LINER,0.1481,7.00E+04,1.00E+06,4.38,114.15,0,24.80,2-arm w distention,,,
Atropanthe,Solandra Group,Amorphous,Firestorm,14101,"45,991",2.17E+09,0.154,Sy2,4.514,3.06E+05,1.00E+06,6.49,48.47,0.5,24.30,butterfly bilobed,,,
Lantana,Solandra Group,SB(s)m,Steady,9974,"32,531",8.32E+08,0.059,None,0,0.00E+00,1.00E+06,7.53,34.29,0,25.34,HII bubbles,,,
Erythrina,Solandra Group,SAB(s)m,Anemic,5059,"16,500",1.63E+08,0.012,None,0,0.00E+00,1.00E+06,9.30,17.39,0.3,25.25,anemic Sm,,,
Sempervivum,Solandra Group,IAB(s)m,Steady,3357,"10,949",1.49E+08,0.011,None,0,0.00E+00,1.00E+06,9.40,11.54,0.5,24.09,liveforever,,,
Actaea,Stapelia Arc,SB(r)a pec,Starburst,30117,"98,228",7.44E+09,0.526,Sy2,0.889,2.07E+05,1.00E+06,5.15,103.50,0.33,24.92,ocular jellyfish S,,,
Boophone,Stapelia Arc,SB(rs)ab pec,Starburst,28995,"94,569",6.94E+09,0.491,Sy1,15.229,3.30E+06,1.00E+06,5.23,99.65,0.5,24.60,starburst jellyfish,,,
Crossyne,Stapelia Arc,(R)SB(s)0,Terminal,25110,"81,898",5.19E+09,0.367,None,0,0.00E+00,1.00E+06,5.54,86.30,0.2,25.11,anemic ring,,,
Epidendrum,Stapelia Arc,SAB(s)b,Elevated,11027,"35,965",1.59E+09,0.112,Sy1.2,14.18,7.05E+05,1.00E+06,6.83,37.91,0,24.85,fragment swarm,,,
Neotinea,Stapelia Arc,SB(rs)a,Quenched,9119,"29,742",1.01E+09,0.071,None,0,0.00E+00,1.00E+06,7.32,31.35,0.4,24.38,smooth outer arms,,,
Robiquetia,Stapelia Arc,SA(r)a,Quenched,28040,"91,454",8.90E+09,0.630,LINER,0.015,4.17E+03,1.00E+06,4.96,96.37,0.75,23.50,smooth open S,,,
Stapelia,Stapelia Arc,SB(s)ab pec,Starburst,11784,"38,434",1.59E+09,0.112,Sy2,2.28,1.13E+05,1.00E+06,6.83,40.51,0.9,22.50,M82-like w outflow,,,
Protea,Stapelia Arc,SA(rs)ab pec,Starburst,15494,"50,535",3.66E+09,0.259,None,0,0.00E+00,1.00E+06,5.92,53.26,0.5,23.93,chaotic S w outflow,,,
Platanus,Stapelia Arc,E1 pec,Starburst,6047,"19,723",7.22E+08,0.051,HII nucleus,0.015,3.38E+02,1.00E+06,7.68,20.79,0.1,24.29,starbursting E,,,
Damasonium,Stapelia Arc,SA(s)d,Elevated,13193,"43,030",9.19E+08,0.065,None,0,0.00E+00,1.00E+06,7.42,45.35,0.75,24.33,thickened Sd,,,
Aeonium,Stapelia Arc,SA(s)d,Starburst,20056,"65,414",6.32E+09,0.447,None,0,0.00E+00,1.00E+06,5.33,68.94,0.5,23.90,SF in thick disk,,,
Curcuma,Stapelia Arc,IAB(s)m pec,Starburst,6653,"21,699",3.30E+08,0.023,None,0,0.00E+00,1.00E+06,8.53,22.87,0.5,24.71,ram-pressure tail,,,
Phoenix,Stapelia Arc,IA(s)m/dSph,Terminal,2218,"7,234",6.52E+07,0.005,None,0,0.00E+00,1.00E+06,10.29,7.62,0.3,24.45,you are already dead,,,
Euterpe,Stapelia Arc,IAB(s)m,Steady,3478,"11,344",1.04E+08,0.007,None,0,0.00E+00,1.00E+06,9.79,11.96,0.67,24.10,pre-starburst,,,
